claim_id,split,annotator,Výrok jsem hodnotil(a) já,Vyhledávání zdrojů,"Chybí dostatečné zdroje, na základě kterých lze výrok hodnotit.","Je potřeba dalších kontextových zdrojů (k přiblížení tématu), ale nejsou dohledány.",V textu chybí některý klíčový zdroj.,Nalezené zdroje se netýkají výhradně ověřovaného tématu (odbíhají od tématu).,"K hodnocení výroku je více dohledatelných zdrojů, ale v textu jsou uvedeny méně než dva.","Je možné dohledat primární zdroje, ale nejsou dohledány (jsou použity pouze sekundární).","Text využívá sekundární zdroje a neupřednostňuje důvěryhodná, zejm. veřejnoprávní média (vč. ČTK).","Zdroje za paywallem jsou v textu použity i v případech, kdy o tématu pojednává jiný dostupný zdroj.","Jsou k dispozici srovnatelné české i zahraniční zdroje, ale nejsou upřednostněny ty české.","Odkaz na zdroj není správný nebo dostatečně konkrétní, aby zdroj bylo možné rychle zkontrolovat (např. chybí strana u dlouhého PDF).","Odůvodnění nepoužívá nejaktuálnější zdroje dostupné z doby před datem, kdy zazněl ověřovaný výrok.","Pravdivost se hodnotí na základě zdroja, který je novější než datum, kdy zazněl ověřovaný výrok.","Jsou zdrojována i obecně známá fakta (např. kdo je prezident), která to nevyžadují.",Prezentace zdrojů,Z některého zdroje je chybně citována relevantní informace (text odůvodnění neodpovídá informacím ze zdroje).,"Text si vymýšlí informace, které ve zdrojích nejsou.",Názorová vyjádření ze zdroje (zejm. ta od politiků) jsou prezentována jako fakta.,"Výstup se odvolává na slova experta, ale není v něm uvedeno, že je daná informace „podle XY“.","Informace z více zdrojů se odlišují, ale text nevysvětluje proč.","Zdroj obsahuje chyby, které výstup neopravuje ani neuvádí na pravou míru.","Informace se od publikace zdroje změnily, ale text to čtenáři nedává najevo (např. chybí „tehdejší premiér“).",Odkaz na zdroj v texte neodpovídá požadavkům a standardům Demagog.cz (např. je až za větou).,Výklad metodického postupu,"Je třeba prezentovat rozumné interpretace výroku, ale výstup je v úvodu neuvádí.","Existuje více rozumných interpretací, ale výstup neověřuje všechny.","Kontext je relevantní pro pochopení výroku, ale výstup jej v úvodu vhodně nepředstavuje.","Jde o složité téma, ale výstup jej v úvodu vhodně nepředstavuje.",Výstup nevhodně či nelogicky konfrontuje tvrzení z výroku a informace ze zdroje.,"Výstup prezentuje vlastní expertní analýzu (např. vysvětluje procesy jinak, než jak uvádí citace zdrojů).","Výstup je delší nebo vychází z více zdrojů, ale neprezentuje průběžné závěry.",V závěru výstup nevhodně shrnuje nebo neshrnuje argumentaci.,Hodnocení výroku je nejednoznačné.,Hodnocení není v závěru dostatečně vysvětlené.,"Hodnocení je založené na banálních nepřesnostech, nikoli na podstatném obsahu výroku.",Čtivost a věcná souvislost textu:,Text je nevhodně rozdělený na odstavce nebo odstavce obsahují více témat zároveň.,"Jednotlivé odstavce na sebe logicky nenavazují, informace přeskakují nebo text není plynulý.","Odstavce nemají správnou délku (jsou buď ultra krátké, nebo příliš dlouhé a nepřehledné).",Informace v jednotlivých odstavcích si navzájem odporují.,Důležité interpretační informace se v textu nevyskytují na začátku (kontext je předřazen interpretaci).,Úvodní odstavec čtenáře nevtáhne do tématu odůvodnění.,"Kontextové odstavce neprezentují relevantní kontext, který by byl pro čtenáře zajímavý.","V textu je uveden nepodstatný kontext a není jasné, proč je tam umístěný.",Některé odstavce v odůvodnění neplní žádný účel.,Jazyk výstupu není neutrální nebo zní zaujatě.,Jazyk výstupu je emocionálně zabarvený.,Použitý jazyk není srozumitelný pro běžného čtenáře.,Jsou použity příliš složité či odborné výrazy bez dalšího vysvětlení.,Celkové hodnocení,"Vše bez problémů, s hrdostí zveřejnitelné.","Zveřejnitelné beze změn, ale bylo by vhodné provést úpravy.",Zveřejnitelné po zásadnějších změnách.,"Nezveřejnitelné, ale ušetřilo to lidskému fact-checkerovi nějaký čas.","Pro lidského fact-checkera by bylo lepší, kdyby to neexistovalo. Čtením ztratil víc času, než mu to ušetřilo."
24560,v1,Annotator 1,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0
24561,v1,Annotator 2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,0,0
24563,v1,Annotator 2,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,1,1,0,,0,0,1,0,0
24564,v1,Annotator 1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,1,0,1,1,0,0,0,0,,0,0,1,0,0
24565,v1,Annotator 2,1,,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,1,1,0,0,0,,0,0,1,0,0
24566,v1,Annotator 1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,1,1,1,1,,1,0,1,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0
24574,v1,Annotator 1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
24575,v1,Annotator 2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,1,0,,0,1,0,0,0
24576,v1,Annotator 1,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
24577,v1,Annotator 2,1,,1,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0
24578,v1,Annotator 1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
24579,v1,Annotator 2,0,,0,1,1,0,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,1,0,,0,0,1,0,0
24580,v1,Annotator 1,0,,1,0,1,0,0,1,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,,,0,0,0,1,1,1,0,1,0,0,0,,1,0,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,0,0
24581,v1,Annotator 2,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,1,0,,0,1,0,0,0
24582,v1,Annotator 1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,,,0,0,1,0,0,0,1,1,1,1,1,,1,0,1,1,0,1,0,1,1,1,0,1,0,,0,0,1,0,0
24583,v1,Annotator 2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,,0,0,1,0,0
24584,v1,Annotator 1,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,1,0,0,1,0,0,0,1,1,1,1,,1,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0
24586,v1,Annotator 2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0
24587,v1,Annotator 1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
24588,v1,Annotator 2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,,0,1,0,0,0
24589,v1,Annotator 1,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,,,0,0,1,0,0,1,1,0,0,0,0,,1,0,1,0,0,1,0,1,1,0,0,0,0,,0,1,0,0,0
24590,v1,Annotator 2,0,,1,0,0,1,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0
24591,v1,Annotator 1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
24592,v1,Annotator 2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0
24593,v1,Annotator 1,0,,0,0,0,0,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,1,0,0,0,0,0,,0,1,0,0,0
24594,v1,Annotator 2,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,1,0,,0,0,1,0,0
24597,v1,Annotator 1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
24598,v1,Annotator 2,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0
24599,v1,Annotator 1,0,,0,0,0,1,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,1,0,0,1,1,1,1,0,0,,1,0,1,0,0,1,1,0,1,0,0,0,1,,0,0,1,0,0
24600,v1,Annotator 2,0,,1,0,0,0,1,1,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,,,1,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,1,0,,0,0,0,1,0
24601,v1,Annotator 1,0,,1,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0,0,,0,0,1,0,0,0,0,1,1,0,0,0,0,,0,0,1,0,0
24602,v1,Annotator 2,0,,1,0,1,1,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,1,0
24603,v1,Annotator 1,0,,0,0,0,1,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,1,0,1,1,1,1,0,,1,0,1,0,0,1,1,0,1,0,0,0,0,,0,0,1,0,0
24604,v1,Annotator 2,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,0,1,0,0
24605,v1,Annotator 1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,1,1,0,1,0,0,1,1,,0,0,1,0,0
24606,v1,Annotator 2,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,1,0,,0,0,1,0,0
24608,v1,Annotator 2,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,1,0,0,0,0,,0,1,0,0,0
24610,v1,Annotator 2,0,,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,1,0,,0,1,0,0,0
24612,v1,Annotator 2,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,,0,0,1,0,0
24615,v1,Annotator 2,0,,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,1,0,0,1,0,,0,0,0,1,0
24616,v1,Annotator 1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,0,0,0,0,1,,,0,0,1,0,1,0,0,1,0,1,1,,0,1,1,0,0,0,1,0,1,0,0,0,0,,0,0,1,0,0
24617,v1,Annotator 2,0,,0,0,1,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0
24618,v1,Annotator 1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
24619,v1,Annotator 2,0,,1,0,1,0,0,0,1,0,0,0,1,0,0,,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1
24620,v1,Annotator 1,0,,1,0,1,0,0,1,1,1,0,0,1,0,0,,0,0,0,0,0,0,1,,,0,0,0,0,0,0,1,0,0,0,0,,1,0,1,0,0,1,0,1,1,1,1,0,0,,0,0,1,0,0
24621,v1,Annotator 2,1,,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,1,1,,0,0,0,1,0
24622,v1,Annotator 1,0,,1,0,1,0,0,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,1,0,1,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,1,0,0
24623,v1,Annotator 2,0,,0,0,0,1,0,1,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,,,0,0,0,0,1,0,0,1,0,0,1,,0,1,1,0,0,1,0,0,0,0,0,1,0,,0,0,0,1,0
24624,v1,Annotator 1,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,1,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
24626,v1,Annotator 1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
24628,v1,Annotator 1,0,,0,0,1,0,0,1,1,0,0,0,1,0,0,,0,0,0,0,1,0,0,,,1,0,1,0,0,1,1,1,0,0,0,,1,1,1,0,0,1,0,1,1,0,0,0,0,,0,0,1,0,0
24630,v1,Annotator 1,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,1,0,1,1,1,0,0,0,,1,0,1,0,0,1,0,1,1,0,0,0,0,,0,0,1,0,0
24632,v1,Annotator 1,0,,0,0,1,1,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,1,0,1,0,1,1,0,1,1,,1,1,1,1,0,1,0,1,1,0,0,1,1,,0,0,1,0,0
24634,v1,Annotator 1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,1,0,,0,1,0,0,0
24636,v1,Annotator 1,0,,0,0,1,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,1,0,1,1,0,0,1,1,0,0,0,,1,1,1,0,0,1,1,1,1,0,0,1,0,,0,0,1,0,0
24638,v1,Annotator 1,0,,0,0,0,1,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,1,1,0,1,1,1,1,0,1,1,,1,0,1,0,0,1,0,1,1,1,0,0,1,,0,0,1,0,0
24641,v1,Annotator 1,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
24643,v1,Annotator 1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,,0,0,0,0,0,,0,1,0,0,0
24597,v2,Annotator 1,0,,1,0,1,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0
24676,v2,Annotator 2,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1
24678,v2,Annotator 2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
24679,v2,Annotator 1,0,,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0
24680,v2,Annotator 2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0
24681,v2,Annotator 1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,,1,1,1,1,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0
24682,v2,Annotator 2,0,,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
24683,v2,Annotator 1,0,,1,1,1,0,0,1,0,0,0,0,1,0,0,,1,0,0,0,1,0,1,,,0,0,1,0,1,0,0,1,1,1,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0
24683,v2,Annotator 1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
24683,v2,Annotator 1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
24684,v2,Annotator 2,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,0,0,0
24685,v2,Annotator 1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
24686,v2,Annotator 2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
24687,v2,Annotator 1,0,,1,0,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
24689,v2,Annotator 1,0,,1,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
24692,v2,Annotator 1,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
24694,v2,Annotator 2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,1,0,,0,1,0,0,0
24696,v2,Annotator 2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,1,0,0,0
24698,v2,Annotator 2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0
24700,v2,Annotator 2,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,1,0
24709,v2,Annotator 2,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0
24711,v2,Annotator 2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
